"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CLDN11",0.750515358981956,0.0139908173151025,2.62406081891986,0.00868884989989608,0.0429606894919051,-2.92923702636425
"SLITRK5",-0.750426120633113,0.0120391408523265,-2.62374881084176,0.00869681286106945,0.042969809409204,-2.93002550888364
"EIF2B3",0.750409337968007,-0.0132814310631031,2.62369013285014,0.00869831114868581,0.042969809409204,-2.93017378486047
"RBBP8",0.749976291262316,-0.0182888455531468,2.62217605205277,0.0087370516434039,0.043142299208983,-2.93399863495375
"SLC22A11",0.749872447062892,-0.0148557828661181,2.6218129768782,0.00874636446753324,0.0431507057022253,-2.93491550226295
"ATP6V0D1",0.749872018699972,-0.00592262536836672,2.62181147917353,0.00874640290179822,0.0431507057022253,-2.93491928412707
"RPN1",0.749785592874903,-0.0163351493590625,2.6215093046496,0.00875416042593518,0.043170101436113,-2.93568226286231
"NFIX",-0.749657173264761,0.00580661262697217,-2.62106030535422,0.00876569863920361,0.0432081160970443,-2.93681580592696
"NR4A3",0.749587335181065,0.00356303319333866,2.62081612730123,0.00877197913670731,0.0432201924015147,-2.93743217602912
"PIGO",0.749518662118883,-0.0211939819483745,2.62057602256569,0.00877815878492125,0.0432249091985432,-2.93803820800395
"MOAP1",-0.749491562975212,-0.00106913840691883,-2.62048127460313,0.00878059841204121,0.0432249091985432,-2.93827733959113
"KCTD5",0.749446506464977,-0.024241773185775,2.62032374148708,0.0087846560098054,0.0432260243168924,-2.93867491363636
"PA2G4",0.749247832122284,-0.0253827453608696,2.61962910739046,0.00880256776434831,0.0432952798976207,-2.9404277106928
"SPINK7",-0.749199645580647,0.00886626869855594,-2.61946063060395,0.00880691700115558,0.0432977971782302,-2.94085276465282
"C5orf15",0.74881588513747,-0.00446690521844484,2.61811887159696,0.00884162316636033,0.0434418399826248,-2.94423694349999
"BBS7",0.748790577579995,-0.0185078433828445,2.61803038763831,0.00884391619605506,0.0434418399826248,-2.94446005642046
"ZC3H3",0.748595844341403,-0.0143578304679078,2.61734953300234,0.00886157807583358,0.0435096542339557,-2.9461765839024
"LY6E",0.748548636455362,-0.0240313228014585,2.61718447793368,0.00886586447035193,0.043511765471501,-2.94659264302657
"ALDH3B1",-0.748453103173245,-0.025667122528733,-2.61685046059546,0.00887454439430439,0.0435354280004072,-2.9474345299951
"TSPYL2",0.748223626015627,0.00597433325287547,2.61604812922284,0.00889542516053366,0.0436188970388098,-2.94945635820457
"MRPS7",0.748106051161436,-0.00827459043549944,2.61563704693854,0.00890614061743922,0.0436461493935174,-2.95049202135012
"CIRBP",-0.748077773420339,0.0175617390883475,-2.61553817819245,0.0089087194942188,0.0436461493935174,-2.95074108276605
"NOSTRIN",-0.747935777296136,-0.0267710951429485,-2.61504171071647,0.00892167936004903,0.0436905465579245,-2.95199159746637
"NCBP1",0.747893666680582,-0.0246481191386018,2.61489447746533,0.008925525996279,0.0436905465579245,-2.95236240662399
"FBXL13",-0.747661304563052,0.014030046474598,-2.61408205927679,0.00894677799554472,0.0437755837483656,-2.95440811861114
"STARD5",0.747590256084691,-0.00250334393068864,2.61383364926615,0.00895328515405093,0.0437884336337913,-2.95503350126214
"PRSS12",0.74737880926638,-0.0056433005115308,2.61309435818493,0.00897267607293098,0.0438472895840505,-2.9568943460243
"CD177",0.747350052010562,0.00176822371985635,2.61299381288982,0.00897531617789082,0.0438472895840505,-2.95714738454778
"RAB4A",-0.74733195824311,0.00860857327847497,-2.61293055083173,0.00897697766012202,0.0438472895840505,-2.95730658877513
"SCO2",0.747218294831483,-0.0218307166862926,2.61253314430111,0.00898742122504165,0.0438572194870289,-2.95830660718078
"NBR1",0.747185702502178,-0.00080625510926662,2.61241919026499,0.00899041785814289,0.0438572194870289,-2.95859332864372
"GRHL1",0.747182942196919,-0.00304883654186076,2.61240953928477,0.00899067168957706,0.0438572194870289,-2.95861761104563
"FDPS",0.746905203258387,-0.00150698065287969,2.61143846806315,0.00901624467619085,0.0439629596721959,-2.96106042152811
"NUP160",0.746826355097969,-0.0255657206750515,2.61116278767111,0.00902351649738591,0.0439748711880156,-2.9617537529861
"ARFRP1",0.746794211462769,-0.0212074537055953,2.6110504024245,0.00902648246667057,0.0439748711880156,-2.96203637895179
"RPP40",0.746644881492129,-0.0218679070842458,2.61052829328928,0.00904027291541114,0.0439871169969313,-2.9633492173748
"PSMC2",0.746643726369388,-0.0103084702926531,2.61052425458136,0.00904037966293146,0.0439871169969313,-2.96335937164393
"STAT4",0.746598660185173,-0.00967762671265146,2.61036668764174,0.00904454521012538,0.0439871169969313,-2.96375552002038
"THUMPD3",0.746598173352541,-0.0138365156677386,2.61036498550677,0.00904459021828243,0.0439871169969313,-2.96375979932817
"OR3A3",-0.746413812978635,0.00407876513473813,-2.60972039798709,0.00906164890089876,0.0440430452756175,-2.96538014494357
"PIR",0.746389538713986,0.0126833448807911,2.60963552677691,0.00906389711335494,0.0440430452756175,-2.96559346194373
"CREB3L2",0.746280892064556,0.00492614590912926,2.60925566057902,0.00907396575691347,0.0440729899419951,-2.96654814024337
"C3orf36",0.746179479387975,-0.0184348424727572,2.60890108684782,0.00908337301374649,0.0440765672003553,-2.96743912820699
"ALKBH6",0.746156485414542,-0.0117788441884407,2.60882069197777,0.00908550719446243,0.0440765672003553,-2.96764113101862
"TEX14",0.746146634574589,0.0104352244191298,2.60878625004018,0.00908642163502848,0.0440765672003553,-2.96772766906642
"RHOH",0.746017922174996,-0.000869226233596045,2.60833622705179,0.00909837739156068,0.0441155960932441,-2.9688582818474
"BAK1",0.745932899710423,-0.0224624642773137,2.60803895916067,0.00910628260534847,0.0441349598952521,-2.9696050142236
"ACO2",0.745830762182163,0.000626212498607273,2.60768185109774,0.0091157872496059,0.044153384482762,-2.97050195166045
"IARS2",0.74580795699358,-0.0156990841657699,2.6076021162847,0.00911791064830591,0.044153384482762,-2.97070220238658
"PSMB5",0.745385671217057,-0.0112884204088021,2.60612565941104,0.00915730968559661,0.0443080564127109,-2.9744091570677
"POLRMT",0.745381440458834,-0.0269198413344337,2.60611086721957,0.0091577051807535,0.0443080564127109,-2.97444628534457
"AP3D1",0.745273306878093,-0.0199532572739343,2.60573279488696,0.00916781878324011,0.0443147059396055,-2.97539517221113
"SCHIP1",0.745236968492152,0.0160897578045121,2.60560574334347,0.00917121970573565,0.0443147059396055,-2.97571401558142
"PHC3",0.745207879488822,-0.00594301669613792,2.60550403814452,0.00917394296740441,0.0443147059396055,-2.97596923959569
"RAE1",0.745198835692717,-0.0337183516202649,2.60547241791087,0.00917478977886365,0.0443147059396055,-2.97604858693066
"BRI3BP",0.744858010384373,-0.0234462578580588,2.6042807749591,0.00920675369319423,0.0444500650065513,-2.97903817572569
"GGA3",0.744588851384975,-0.0157811638322841,2.60333970216702,0.00923206666152474,0.044553211352431,-2.98139816865884
"TACSTD2",0.744470840902926,-0.00913452602093843,2.60292709677732,0.00924318448984365,0.0445877941850816,-2.98243261859176
"INSL4",0.744389421619137,0.00717388793818201,2.60264242685026,0.00925086200645479,0.0446057589824057,-2.98314622378214
"RNASE2",0.744307807829133,-0.00558678724577195,2.60235707686232,0.00925856357497123,0.0446238243555747,-2.98386145540847
"SNRPA1",0.744236250760095,-0.0194181669083287,2.60210688864308,0.00926532083776796,0.0446373249413048,-2.98448848930805
"RFFL",0.744092789836023,-0.00518339557241003,2.60160529972102,0.00927888136837022,0.0446423422067441,-2.98574541430543
"TSPYL4",-0.744081862738241,0.0113624463334676,-2.60156709481447,0.00927991496913558,0.0446423422067441,-2.98584114154071
"SLC26A11",0.744072897538264,-0.00404586912385207,2.60153574938001,0.00928076306952913,0.0446423422067441,-2.98591968044949
"CASP8",0.744057829229205,-0.0236298428934898,2.60148306536904,0.00928218867473382,0.0446423422067441,-2.98605168301955
"C6orf62",0.743856594676689,-0.00299296428044919,2.60077947989494,0.00930124611424008,0.0447149381793655,-2.98781429732204
"TBC1D7",0.743782257590103,-0.0233397483602786,2.60051957177451,0.00930829485676246,0.0447297661281307,-2.9884652955885
"GRIN2D",0.743385917351847,-0.0442131376383517,2.59913382946062,0.00934595688112238,0.0448872296838373,-2.99193510030333
"PKNOX1",0.743314693176629,-0.00621612578632706,2.5988848051531,0.00935273931365821,0.0448872296838373,-2.99255844422965
"CDYL2",0.743274110778825,-0.0198529926698201,2.59874291507885,0.00935660579896413,0.0448872296838373,-2.99291358893545
"GNAI2",0.743264343517641,-0.00578238966958942,2.59870876536149,0.00935753658701974,0.0448872296838373,-2.99299906130283
"RIC8B",0.743228483252025,-0.0304246862542677,2.59858338549173,0.00936095466153232,0.0448872296838373,-2.9933128614215
"RNF122",0.74318169925309,0.0131009246565071,2.59841981247875,0.00936541562240739,0.0448895431043426,-2.99372222838962
"SF3B5",0.742926660424328,-0.00128126095058829,2.59752810867836,0.00938976752204265,0.0449868148314001,-2.99595340303523
"MRPL4",0.742870033649474,-0.0165499819306485,2.59733012192244,0.00939518207947541,0.0449868148314001,-2.99644869125509
"CHML",0.742839693625974,-0.0187265021162441,2.59722404272504,0.00939808428752775,0.0449868148314001,-2.99671404588113
"TGM2",0.742802343097764,-0.0165551857962097,2.59709345238273,0.00940165819130031,0.0449868148314001,-2.99704069967832
